id,name,host_id,host_name,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license,price_log,host_type,occupancy_level,reviews_per_month_bucket,distance_center_km,review_month,review_season,min_nights_category
673479340314500055,Stanza spartana. Quinto piano senza ascensore,15070336,Leonardo,Porto - Saragozza,44.50111,11.32624,Private room,31.0,31,0,,0.0,2,68,0,,3.4657359027997265,single-listing,low,low,1.4746146691979294,,,short
674412285252202025,EcoLoFT Bologna - Best Choice - by HOST4U,129095545,Michael,Navile,44.51704,11.3496,Entire home/apt,106.0,1,37,2025-09-10,0.96,1,317,13,IT037006C2HNEWMN5P,4.672828834461906,single-listing,high,medium,2.5235598619027444,9.0,fall,
675135064146580219,Nuovo appartamento a due passi da Piazza Maggiore,285003216,Attico Di Via D'Azeglio,Santo Stefano,44.4917885,11.341934,Entire home/apt,190.0,1,41,2025-08-07,1.08,6,306,10,IT037006B4EXZ92GIF,5.25227342804663,professional,high,medium,0.3485580521384154,8.0,summer,
676091661302083641,Aloha B&B vicino all'aeroporto parcheggio gratuito,157956248,Irene,Borgo Panigale - Reno,44.5145918,11.2835938,Private room,59.0,1,55,2025-06-06,1.43,1,82,5,IT037006C19FCTPUB5,4.0943445622221,single-listing,low,medium,5.179254129434103,6.0,summer,
676457780793960612,Charme in Righi,470882882,Edoardo,Santo Stefano,44.4991974,11.3448818,Entire home/apt,133.0,2,49,2025-09-18,1.32,1,52,15,IT037006C2TH7S2K,4.897839799950911,single-listing,low,medium,0.5117582653038821,9.0,fall,
676693649542729338,Realkasa Otto Colonne Flat,228384114,Realkasa,Porto - Saragozza,44.4974,11.33559,Entire home/apt,152.0,3,43,2025-09-12,1.17,95,66,9,IT037006C2WQ7L6M45,5.030437921392435,professional,low,medium,0.6247003809186609,9.0,fall,very short
678086016492782525,"Canonica Home, in the Heart of the City",471257988,Costanza,Santo Stefano,44.49537,11.34716,Entire home/apt,161.0,2,80,2025-08-27,2.09,1,126,6,IT037006C2LQMWCLOH,5.087596335232384,single-listing,medium,high,0.36537598129762466,8.0,summer,
678183326815935455,Seta Apartment,124360219,Ettore,Porto - Saragozza,44.48935580000001,11.3368239,Entire home/apt,114.0,2,14,2025-08-19,0.41,26,41,3,IT037006B4A56RLD96,4.74493212836325,professional,low,low,0.7681329103254932,8.0,summer,
678853623951460087,Stanza privata - San Donato/Fiera,348321367,Ivan,San Donato - San Vitale,44.5063717,11.3715147,Private room,54.0,2,134,2025-09-20,3.59,1,167,52,IT037006C1U4P7H6A7,4.007333185232471,single-listing,medium,high,2.628833912485793,9.0,fall,
678911621759283554,Mimì apartment,59044347,Miriam,Navile,44.50995899999999,11.3472281,Entire home/apt,83.0,2,91,2025-09-18,2.88,1,335,20,IT037006C2FLMM34ON,4.430816798843313,single-listing,high,high,1.7145234804202922,9.0,fall,
680258474053917947,Nel cuore di Bologna,38553920,Carlotta,Santo Stefano,44.48898410000003,11.354115161901856,Entire home/apt,226.0,2,102,2025-09-18,3.3,1,298,33,IT037006C1VKLOCKGG,5.424950017481403,single-listing,high,high,1.125540875731367,9.0,fall,
681593733872406023,Appartamento incantevole Civico42 Bologna,472162037,Renato,San Donato - San Vitale,44.4957139,11.3625511,Entire home/apt,65.0,1,221,2025-08-30,6.06,5,86,30,IT037006C2M8FJYMUB,4.189654742026425,professional,low,high,1.5882174060861125,8.0,summer,
682550388727123760,Camera luminosa e accogliente con bagno personale,93151049,Chiara,San Donato - San Vitale,44.49945,11.41029,Private room,55.0,1,63,2025-08-23,1.72,1,324,17,IT037006C1PRCEZ95K,4.02535169073515,single-listing,high,high,5.406174698285689,8.0,summer,
683122702203175014,Vintage Room - Nettuno 29 Room&Breakfast,102737430,Federico,San Donato - San Vitale,44.506624,11.3582752,Private room,144.0,1,45,2025-09-10,1.23,3,132,14,IT037006B4GZ3SLMX8,4.976733742420574,professional,medium,medium,1.803314857714564,9.0,fall,
683369215219638446,Maison Marconi,77763496,Paola,Porto - Saragozza,44.49835082223589,11.33814074099064,Entire home/apt,179.0,2,11,2025-05-25,0.29,1,212,2,IT037006C2SFGH66ML,5.19295685089021,single-listing,medium,low,0.5242552199519817,5.0,spring,
683596761890882686,Central and Cosy appartament,1451220,Marco,Porto - Saragozza,44.49993,11.32297,Entire home/apt,294.0,2,32,2025-05-02,1.11,1,56,3,IT037006C2NA6ZKXG5,5.68697535633982,single-listing,low,medium,1.6599586704864406,5.0,spring,
684408770692769769,Historic Bella Bologna Retreat - near Two Towers,27025133,Giacomo,Santo Stefano,44.49322,11.35485,Entire home/apt,74.0,2,54,2025-09-08,1.46,1,188,18,IT037006C2WMV67VOK,4.31748811353631,single-listing,medium,medium,0.9905385385169884,9.0,fall,
684621216794371586,Realkasa La Finestrella sui Portici,228384114,Realkasa,Santo Stefano,44.4884,11.35203,Entire home/apt,158.0,3,17,2025-09-04,0.47,95,75,5,IT037006C2JZ5PGJS7,5.0689042022202315,professional,low,medium,1.0393843182873879,9.0,fall,very short
684659378808370574,Accogliente monolocale a due passi dalla Stazione,80818723,Antonio,Santo Stefano,44.50470656561314,11.347638219049085,Entire home/apt,150.0,1,7,2025-05-02,0.2,2,100,1,IT037006C2NAW49YM6,5.017279836814924,single-listing,low,low,1.1619745680864915,5.0,spring,
685182189349662943,Boninsegna 1,277360665,Italianway,Borgo Panigale - Reno,44.4906732302864,11.2914814129669,Entire home/apt,266.0,1,0,,0.0,10,63,0,IT037006B4LSM9E4S3,5.58724865840025,professional,low,low,4.094077750226838,,,
685954681339052962,Central Elegant Apartment - Liberty House,473245832,Leonardo,Porto - Saragozza,44.4899909,11.3403106,Entire home/apt,299.0,1,160,2025-09-16,4.34,1,257,36,IT037006B4E64ISTSO,5.703782474656201,single-listing,high,high,0.5741344162272994,9.0,fall,
685987081743516462,"De'Gombruti, Bologna By Short Holidays",12182373,Luca,Porto - Saragozza,44.4939747,11.3374986,Entire home/apt,202.0,1,26,2024-10-16,0.71,56,243,1,IT037006B48MBFC32L,5.313205979041787,professional,medium,medium,0.4194581969777826,10.0,fall,
686045968874501489,"Rossana, Bologna By Short Holidays",12182373,Luca,Navile,44.51276,11.33871,Entire home/apt,215.0,1,45,2025-08-22,1.19,56,299,9,IT037006C2LPRXRC7I,5.375278407684165,professional,high,medium,2.010228757503557,8.0,summer,
686126809602847359,Grigio Perla Panigale garden e parking. Oasi relax,473292223,Angela,Borgo Panigale - Reno,44.51847,11.27849,Entire home/apt,165.0,2,2,2025-04-12,0.34,1,274,2,IT037006B4OAPFA4CC,5.111987788356544,single-listing,high,low,5.733295579522087,4.0,spring,
686837370055951525,Welcome to Bologna: single room,35925324,Luca,San Donato - San Vitale,44.49569,11.38212,Private room,70.0,1,44,2025-09-18,1.21,1,38,21,IT037006C1HVCM9ECB,4.2626798770413155,single-listing,low,medium,3.143255582558912,9.0,fall,
687516103295393365,Appartamento ben collegato con i trasporti pubblic,76355687,Francesco,San Donato - San Vitale,44.49081,11.39115,Entire home/apt,269.0,1,7,2025-03-23,0.2,3,84,1,IT067054B48WZ2KESS,5.598421958998375,professional,low,low,3.8868527298067264,3.0,spring,
689548467569194580,"Elianto, Bologna By Short Holidays",12182373,Luca,Navile,44.51398,11.3393,Entire home/apt,166.0,1,16,2025-06-29,0.42,56,300,2,IT037006C2GJCB46XR,5.117993812416755,professional,high,low,2.1379789554399315,6.0,summer,
690180805093639625,Maison Giulia ai Giardini,151811855,Giulia,Santo Stefano,44.48133,11.35746,Entire home/apt,126.0,1,11,2025-07-24,0.34,2,133,4,IT037006C2FE669VCP,4.844187086458591,single-listing,medium,low,1.914081861673463,7.0,summer,
691165036691379906,Stop&Go Station Bologna House Self Check-in 24/24,474493278,Silvia,Navile,44.5084479,11.3430276,Entire home/apt,197.0,1,9,2025-09-10,0.36,1,333,4,IT037006C2G3VNCEXY,5.288267030694535,single-listing,high,low,1.507270352047821,9.0,fall,
691296338974461048,"BidiBo apartment, in centro comodo alla Stazione",474533391,Annalina,Porto - Saragozza,44.50452,11.33999,Entire home/apt,155.0,2,65,2025-08-30,1.73,1,118,20,IT037006C22DP9PIKE,5.049856007249537,single-listing,medium,high,1.0906211773222867,8.0,summer,
691725645375191970,Dell'Orso Home - Centro Storico,7441756,Benedetto Raffaello,Porto - Saragozza,44.4985946,11.3427671,Entire home/apt,117.0,1,32,2025-06-10,0.87,16,283,7,IT037006C26WZ47XHQ,4.770684624465665,professional,high,medium,0.4121709534703909,6.0,summer,
692063169828367841,Casa Alderotti,128861195,Anna,Borgo Panigale - Reno,44.5034705,11.2929295,Entire home/apt,174.0,1,145,2025-09-03,3.89,1,25,35,IT037006B4F6F7HGPG,5.1647859739235145,single-listing,low,high,4.065084801854024,9.0,fall,
693968402278606318,Bologna House Residence,98122130,Raimondo,Navile,44.5200404,11.3500374,Entire home/apt,93.0,1,137,2025-10-05,3.64,7,300,47,IT037006B48LT7K4CD,4.543294782270004,professional,high,high,2.856721094176488,10.0,fall,
694286197453492415,Suite Iride - Residenza Palazzo Marchesini,475186353,Carlo,Santo Stefano,44.4965195,11.34835,Private room,251.0,1,65,2024-11-25,1.78,2,238,4,IT037006B499R7ZZV5,5.529429087511423,single-listing,medium,high,0.4908109678304247,11.0,fall,
696840281015742182,Frida's Home,29222027,Marika,Savena,44.4757717,11.3856096,Entire home/apt,109.0,2,23,2025-09-15,1.26,1,266,16,IT037006C2KNSN6YYF,4.700480365792417,single-listing,high,medium,4.026055599173256,9.0,fall,
698233944452512718,1. i masCa' - Modern and comfy apartment,11890324,Silvia E Jacopo,Santo Stefano,44.49999317852319,11.350781840475456,Entire home/apt,221.0,2,12,2024-10-14,0.35,15,3,2,IT037006B4IZ8848IT,5.402677381872279,professional,low,low,0.862405433922308,10.0,fall,
698394685827743108,5. i masCa' - Wide apartment with balcony,11890324,Silvia E Jacopo,Santo Stefano,44.4999817,11.3508784,Entire home/apt,154.0,2,2,2023-09-17,0.05,15,5,0,IT037006B4IZ8848IT,5.043425116919247,professional,low,low,0.8673704708883413,9.0,fall,
698593742211668268,Home to Home. Also available for students,1476568,Tanya,Porto - Saragozza,44.49099,11.31412,Private room,60.0,31,21,2025-05-01,0.56,1,179,1,,4.110873864173311,single-listing,medium,medium,2.307545169753291,5.0,spring,short
699287947835561640,Incantevole Monolocale in pieno centro storico,42611004,Andrea,Porto - Saragozza,44.49804171564301,11.338891896295156,Entire home/apt,120.0,3,4,2024-09-29,0.16,1,300,2,IT037006C2C6KF9WP8,4.795790545596741,single-listing,high,low,0.45893574515568764,9.0,fall,very short
699395421636902021,[S.Orsola]Industrial Design Suite* * * * *,245429143,Helity,San Donato - San Vitale,44.49435,11.3866,Entire home/apt,302.0,2,15,2025-06-22,0.41,6,231,1,IT037006B4YT7OG59A,5.713732805509369,professional,medium,low,3.4988588442571857,6.0,summer,
700503595931625991,Realkasa Col Di Lana Apartment,228384114,Realkasa,Porto - Saragozza,44.50023,11.31872,Entire home/apt,211.0,3,17,2025-08-22,0.46,95,77,1,IT037006C2I3T6QAL7,5.356586274672012,professional,low,medium,1.9910993184787773,8.0,summer,very short
701407313238092236,Appartamento privato con camera matrimoniale,227878971,Stefano,Porto - Saragozza,44.492112,11.328871,Private room,58.0,2,214,2025-09-12,5.76,1,289,54,IT037006C182MTSGFJ,4.07753744390572,single-listing,high,high,1.1359115186358832,9.0,fall,
702787003707563391,Casa Daura - comfortable and beautiful apartment,115206544,Alessandra,Porto - Saragozza,44.5007112,11.3214574,Entire home/apt,162.0,1,11,2025-10-07,0.3,1,156,3,IT037006C2FRRLETJ8,5.093750200806762,single-listing,medium,low,1.8029616566022886,10.0,fall,
703550182928807829,Spadini Apartment,11964476,Gianmarco,Borgo Panigale - Reno,44.5051512,11.2928548,Entire home/apt,79.0,1,28,2025-09-12,0.96,1,31,8,IT037006C1FXP37TT7,4.382026634673881,single-listing,low,medium,4.118568604130012,9.0,fall,
704025367492343556,GuestHost - Tecnopolo Bologna Apartment,132464778,Welcome To Emilia Romagna & Marche!,Navile,44.51372,11.35636,Entire home/apt,124.0,2,6,2023-09-10,0.18,58,308,0,IT065116C1RY8QJT4N,4.8283137373023015,professional,high,low,2.360984146890651,9.0,fall,
704201623313704906,Maison Indipendenza,477225153,Filippo,Santo Stefano,44.4978887,11.3435568,Entire home/apt,168.0,1,59,2025-05-30,1.59,2,2,5,IT037006C24PJDBKKW,5.1298987149230735,single-listing,low,medium,0.34184453332041936,5.0,spring,
704761898385212537,Affittacamere sociale colli bolognesi per gruppi,309500606,Domani Società Cooperativa Sociale,Santo Stefano,44.47998297383059,11.324777272961043,Private room,241.0,1,14,2025-07-21,0.38,8,355,5,IT037006B48BP88MOG,5.488937726156687,professional,high,low,2.1809316879354363,7.0,summer,
704783206756023131,Studio BO16 2 min walk from Porta San Donato,132464778,Welcome To Emilia Romagna & Marche!,San Donato - San Vitale,44.4995246,11.3568854,Entire home/apt,77.0,1,98,2025-09-14,3.08,58,188,57,IT037006B4YR8XSBCV,4.356708826689592,professional,medium,high,1.2464177957426914,9.0,fall,
705653026048253740,"Del Riccio Home, in the heart of the city",477529755,Chia,Porto - Saragozza,44.49058,11.33729,Entire home/apt,146.0,1,34,2025-08-13,0.92,1,138,9,IT037006C2TYJP4C8Y,4.990432586778736,single-listing,medium,medium,0.6391554069114872,8.0,summer,
706239471867065518,Apt w/Terrace 10 min walk from Piazza S.Stefano x4,132464778,Welcome To Emilia Romagna & Marche!,Santo Stefano,44.4866108,11.3518068,Entire home/apt,120.0,2,125,2025-09-16,3.46,58,298,39,IT037006B4YR8XSBCV,4.795790545596741,professional,high,high,1.174831512041006,9.0,fall,
706558221811435096,"Griffoni Home, in the Heart of the City",477722500,Patrizio,Porto - Saragozza,44.49232,11.33877,Entire home/apt,148.0,3,59,2025-08-21,1.61,1,118,14,IT037006C2Q3Z7L4SA,5.003946305945459,single-listing,medium,medium,0.41826406667042976,8.0,summer,very short
706946288764937020,Stanza privata a due passi dal centro,143901243,Leonardo,Navile,44.51229,11.34023,Private room,44.0,31,0,,0.0,1,365,0,,3.8066624897703196,single-listing,high,low,1.9431439473121188,,,short
707784650133440863,[CityCentre Apartment] With Free Parking,477529512,Stefano,Porto - Saragozza,44.50391020000001,11.3362852,Entire home/apt,151.0,2,111,2025-08-27,3.37,2,151,31,IT037006B4ZB7ZOH5H,5.0238805208462765,single-listing,medium,high,1.1219903100295994,8.0,summer,
710643625201881514,Sofia,97249467,Stefania,Santo Stefano,44.49677,11.35646,Private room,93.0,2,36,2025-09-20,1.02,1,75,6,IT037006C15BMK4XPF,4.543294782270004,single-listing,low,medium,1.1207909253466255,9.0,fall,
710821449327208262,Charlotte centro storico Bologna,478562671,Valentina,Porto - Saragozza,44.49777,11.34189,Private room,90.0,31,23,2024-01-14,0.63,1,364,0,,4.51085950651685,single-listing,high,medium,0.3255266309822252,1.0,winter,short
710957390367295560,B&B Corsini - Il Bosco,133064942,Canguro Properties,Navile,44.5161415,11.3252312,Entire home/apt,73.0,31,68,2025-09-08,1.87,25,268,36,IT037006C1M963U25Y,4.30406509320417,professional,high,high,2.7367041123921796,9.0,fall,short
710957412733916406,B&B Corsini - Il Tratto,133064942,Canguro Properties,Navile,44.5161415,11.3252312,Entire home/apt,71.0,31,51,2025-09-15,1.38,25,268,35,IT037006C1M963U25Y,4.276666119016055,professional,high,medium,2.7367041123921796,9.0,fall,short
710957433781415484,B&B Corsini - Il Fiore,133064942,Canguro Properties,Navile,44.5161415,11.3252312,Entire home/apt,240.0,31,30,2025-03-17,1.08,25,134,9,,5.484796933490655,professional,medium,medium,2.7367041123921796,3.0,spring,short
713121944256134049,Casa dei Fiori,100554721,Raffaele,San Donato - San Vitale,44.48475685176957,11.37213908135891,Entire home/apt,310.0,1,0,,0.0,4,0,0,IT037006C1G5AFFOX6,5.739792912179234,professional,low,low,2.604223468409776,,,
713135368436545522,Camera a Bologna,37482010,Alberto,San Donato - San Vitale,44.49854,11.35964,Private room,45.0,3,111,2025-09-19,3.04,1,241,40,IT037006C1VB22D29V,3.828641396489095,single-listing,medium,high,1.4135273447351102,9.0,fall,very short
713683769187828924,Il Cortile tra i Portici,57784472,Simona,Santo Stefano,44.49864489170673,11.350675193762676,Entire home/apt,98.0,2,64,2025-09-19,2.13,1,221,41,IT037006C23REKGFAC,4.59511985013459,single-listing,medium,high,0.7650041900907096,9.0,fall,
714171195078021018,Affittacamere sociale colli bolognesi per gruppi,309500606,Domani Società Cooperativa Sociale,Santo Stefano,44.47979,11.32501,Private room,160.0,1,14,2025-04-13,0.39,8,358,2,IT037006AF00288,5.081404364984463,professional,high,low,2.1853514001876273,4.0,spring,
714365404192730227,Sweet Home 051,478555592,Nicola,Navile,44.51558,11.3178,Entire home/apt,83.0,2,21,2025-09-16,0.73,1,30,11,IT037006C2ODTVGQR8,4.430816798843313,single-listing,low,medium,3.0301636072391362,9.0,fall,
714422703464530692,"Grande stanza indipendente, bagno privato e corte",146968410,Arianna,Santo Stefano,44.49931,11.35007,Private room,70.0,3,237,2025-09-17,6.43,1,117,79,IT037006C1YG7PMZRT,4.2626798770413155,single-listing,low,high,0.7700826563830634,9.0,fall,very short
714427072143398314,"Appartamento luminoso,spazioso 
vicino al centro",479221953,Attilio,Santo Stefano,44.48353,11.37082,Entire home/apt,100.0,31,16,2024-10-06,0.44,1,197,2,,4.61512051684126,single-listing,medium,low,2.574064304902569,10.0,fall,short
714912076937127677,Pasubio Apartment,124360219,Ettore,Porto - Saragozza,44.5002587,11.3117436,Entire home/apt,101.0,2,25,2024-11-12,0.69,26,57,2,IT037006B4I4WV4LTJ,4.624972813284271,professional,low,medium,2.5268853091835113,11.0,fall,
714996527126310485,Residenza Gigli,62892072,Cristina,Santo Stefano,44.47685,11.36843,Entire home/apt,88.0,1,204,2025-09-06,5.54,1,45,51,IT037006C2RR5H9BCE,4.48863636973214,single-listing,low,high,2.869490548469445,9.0,fall,
717117981468045865,Stanza privata in splendido appartamento condiviso,10848710,Lorenzo,Porto - Saragozza,44.50566,11.33035,Private room,122.0,1,78,2025-09-14,2.14,1,357,28,IT037006C1HAN424JN,4.812184355372417,single-listing,high,high,1.5442474728299669,9.0,fall,
717251492739951520,Casa Masi: Accogliente Monolocale Bologna Centro,413342824,Roberta,Porto - Saragozza,44.49626,11.33382,Entire home/apt,110.0,3,104,2025-09-11,3.25,2,213,31,IT037006C2SZWSQ26W,4.709530201312334,single-listing,medium,high,0.7160382828693391,9.0,fall,very short
718470898648240867,[Fiera] Jungle Room - Nettuno 29 Room&Breakfast,102737430,Federico,San Donato - San Vitale,44.5072,11.3572,Private room,144.0,1,45,2025-09-07,1.27,3,137,14,IT037006B4GZ3SLMX8,4.976733742420574,professional,medium,medium,1.7936892201851793,9.0,fall,
719359313974840108,Appartamento Sulle Mura,167531011,Anna,Santo Stefano,44.50223,11.35126,Entire home/apt,132.0,31,2,2022-10-31,0.06,1,88,0,,4.890349128221754,single-listing,low,low,1.0669679262525933,10.0,fall,short
720324053912383296,Casa Drago,474617897,Federica,Porto - Saragozza,44.4972058,11.340766,Entire home/apt,303.0,2,26,2025-05-03,0.71,2,36,4,IT037006C2S92QXBRB,5.717027701406222,single-listing,low,medium,0.29672151746642805,5.0,spring,
721080527483195112,THE Attic with a view [D'Azeglio] Terrace+Wifi+AC,480490167,Maria Vittoria,Porto - Saragozza,44.49022,11.34019,Entire home/apt,108.0,2,154,2025-09-14,4.29,1,142,68,IT037006C23VBEHKUA,4.6913478822291435,single-listing,medium,high,0.5533414207976253,9.0,fall,
721400608129228635,Suite Egle - Residenza Palazzo Marchesini,475186353,Carlo,Santo Stefano,44.4965195,11.34835,Private room,238.0,1,28,2024-10-11,0.82,2,242,2,IT037006B499R7ZZV5,5.476463551931511,single-listing,medium,medium,0.4908109678304247,10.0,fall,
721701047384803292,Flats Bellacosta,130606616,Paolo,Santo Stefano,44.48014779571904,11.35843601077795,Entire home/apt,162.0,3,38,2025-06-20,1.06,1,190,7,IT037006C2VXJCLFYQ,5.093750200806762,single-listing,medium,medium,2.065473085546833,6.0,summer,very short
722041102513241248,Large flat in courtyard with private parking.,153580284,Giancarlo,San Donato - San Vitale,44.487361,11.404687,Entire home/apt,132.0,2,29,2025-09-14,4.7,1,211,29,IT037006B4Q55T6BVP,4.890349128221754,single-listing,medium,high,5.007556757234541,9.0,fall,
723022472920829046,Appartamento con terrazzo nel centro di Bologna,235638639,Davide,Porto - Saragozza,44.494,11.33644,Entire home/apt,270.0,2,44,2025-09-07,1.21,1,336,9,IT037006C2VRHUMRWH,5.602118820879701,single-listing,high,medium,0.5010123470729945,9.0,fall,
723095207510706491,Bologna Centro Galleria,52301088,Mattia,Porto - Saragozza,44.49334,11.34044,Entire home/apt,275.0,2,146,2025-10-06,3.96,1,46,45,IT037006C1BE2DJ7HJ,5.62040086571715,single-listing,low,high,0.24393860494983258,10.0,fall,
723518701236306006,Miriam Loft  S.Orsola Bologna,480872233,Miriam,San Donato - San Vitale,44.49210242604331,11.365584357249462,Entire home/apt,122.0,1,10,2025-04-13,0.28,1,6,5,IT037006C2ZB63C3AI,4.812184355372417,single-listing,low,low,1.8528859303369,4.0,spring,
725767312606644920,Da Raffa,481357776,Raffaele,San Donato - San Vitale,44.50597,11.37359,Private room,63.0,2,7,2025-04-06,0.29,1,180,3,IT037006C1N4VFCOYD,4.1588830833596715,single-listing,medium,low,2.7540425971380866,4.0,spring,
726498928597638320,Saragozza Apartment 2 - Bologna Short Rental,50905063,Nicolò,Porto - Saragozza,44.49026430592784,11.326746692903413,Entire home/apt,124.0,1,23,2025-03-24,0.66,12,323,1,IT037006B4DE3EL69H,4.8283137373023015,professional,high,medium,1.3627609283012039,3.0,spring,
726543823117013393,"SUITE in Villa, bagno priv , P Auto,  CHECK-IN h24",481502835,Matteo,Santo Stefano,44.4885292,11.3632303,Private room,141.0,1,43,2025-06-30,1.21,6,72,1,IT037006B43RUOGRJP,4.955827057601261,professional,low,medium,1.7854060147885285,6.0,summer,
729383746353994341,Appartamento  Zona Fiera,482014681,Giulio,Navile,44.51223,11.35475,Entire home/apt,170.0,31,0,,0.0,1,365,0,,5.14166355650266,single-listing,high,low,2.1552717397362686,,,short
729634598973973335,La Perla del centro,49690307,Vanessa,Santo Stefano,44.48808,11.34072,Entire home/apt,105.0,2,18,2025-09-20,0.51,5,302,10,IT037006C2TS496QZJ,4.663439094112067,professional,high,medium,0.7712938843196279,9.0,fall,
730147332807307482,"De'Carbonesi, Bologna By Short Holidays",12182373,Luca,Porto - Saragozza,44.491295,11.3405688,Entire home/apt,199.0,1,65,2025-08-14,1.86,56,331,7,IT037006B4DY6HCJI7,5.298317366548036,professional,high,high,0.43108565653958514,8.0,summer,
730477538267404572,24. La Dotta apartments I Portici - Via Marconi 24,21592706,Lucia Francesca,Porto - Saragozza,44.49752,11.33912,Entire home/apt,173.0,2,55,2025-06-27,1.54,10,16,10,IT037006B4ISG4GVWQ,5.159055299214529,professional,low,medium,0.4036323999472075,6.0,summer,
732331891558697740,Confortevole appartamento nel cuore di Bologna,275363281,Simone,Porto - Saragozza,44.49776,11.34295,Entire home/apt,284.0,2,107,2025-09-14,3.01,1,220,22,IT037006B4G4ZIYMMY,5.652489180268651,single-listing,medium,high,0.3203566107971025,9.0,fall,
732587799721776243,NewGardenLoft Fiera-private parking,447878893,Nico,San Donato - San Vitale,44.49309,11.37626,Entire home/apt,65.0,3,49,2025-06-22,1.38,1,336,18,IT037006B4CT4N3EU3,4.189654742026425,single-listing,high,medium,2.6834076223515986,6.0,summer,very short
734592849160014401,Antico Podere San Luca - La tua Casa sui Colli,325549940,Anna Caterina,Porto - Saragozza,44.47109423103751,11.2938383150013,Entire home/apt,121.0,2,19,2025-09-12,0.54,1,105,7,IT037006B42VEATH3N,4.804021044733257,single-listing,low,medium,4.695490961442122,9.0,fall,
738225000657298753,FrassinagoDeluxeSuites-SplitLevel PanoramicSpaBath,49812442,Rambaldo,Porto - Saragozza,44.49164,11.33169,Entire home/apt,185.0,1,67,2025-09-11,1.97,30,249,23,IT037006B4SUOPTVEP,5.225746673713202,professional,medium,high,0.9409656836679444,9.0,fall,
739752312610648267,Il Fiore della fiera per un soggiorno unico,49690307,Vanessa,Navile,44.51191,11.35244,Entire home/apt,177.0,2,52,2025-09-13,1.46,5,249,17,IT037006C2FBMEX9U6,5.181783550292085,professional,medium,medium,2.0466128996521573,9.0,fall,
740375943373044978,Everyday Apartments Petroni 18/2,121985563,Giulio,Santo Stefano,44.4951526,11.3513784,Entire home/apt,333.0,1,18,2025-06-01,0.57,10,152,2,IT037006C25BU44IQJ,5.811140992976701,professional,medium,medium,0.6975538090270786,6.0,summer,
740429937335148909,Loft del Pratello,60469248,Emanuela,Porto - Saragozza,44.49552730000001,11.3289772,Entire home/apt,141.0,1,23,2025-06-13,0.65,1,83,10,IT037006C25WDPYK2Y,4.955827057601261,single-listing,low,medium,1.0871075767137157,6.0,summer,
741098031261023367,Appartamento  a Bologna adatto a viaggi di lavoro,428205286,Roberto,Borgo Panigale - Reno,44.49122669565139,11.300309515226749,Entire home/apt,272.0,1,2,2025-04-29,0.39,3,173,2,IT037006B4YX3M366D,5.60947179518496,professional,medium,low,3.389508255204115,4.0,spring,
741110543034699782,Appartamento a Bologna adatto a coppie o famiglie,428205286,Roberto,Borgo Panigale - Reno,44.48962,11.2987,Entire home/apt,272.0,1,1,2022-11-20,0.03,3,173,0,IT037006B4YX3M366D,5.60947179518496,professional,medium,low,3.541776028193223,11.0,fall,
742577854408877374,"Castiglione35Home, Bologna centro storico",7415765,Matteo,Santo Stefano,44.48988,11.3475,Entire home/apt,106.0,2,189,2025-09-15,5.35,1,216,49,IT037006C2GCD73WYJ,4.672828834461906,single-listing,medium,high,0.6785852082266026,9.0,fall,
742755134261116376,Goito Home: In centro a Bologna,7441756,Benedetto Raffaello,Santo Stefano,44.4969523,11.3447198,Entire home/apt,138.0,3,17,2025-05-15,0.48,16,61,1,IT037006C2OZM5KVES,4.9344739331306915,professional,low,medium,0.284021620935541,5.0,spring,very short
743355653222338245,Venturini Guest House - Centro città,91934993,Francesca,Santo Stefano,44.4991586,11.3453828,Entire home/apt,217.0,2,9,2023-12-11,0.25,2,121,0,IT037006B46X7V2TAC,5.384495062789089,single-listing,medium,low,0.5231957423506339,12.0,winter,
743419728023441515,The Loft,18441559,Lelio,Santo Stefano,44.49026420000001,11.356491,Entire home/apt,162.0,2,4,2025-04-24,0.22,1,257,3,IT037006C2XT998SH2,5.093750200806762,single-listing,high,low,1.217309595752199,4.0,spring,
744012184265840875,Vie d'acqua Piccola Venezia/Bologna,355367247,Vie D'Acqua Di Viana Sandra,Santo Stefano,44.4984905,11.3453834,Entire home/apt,68.0,2,26,2024-10-25,0.75,4,224,1,IT037006B4784CFSIV,4.23410650459726,professional,medium,medium,0.45693288277038835,10.0,fall,
744047356167325049,"*Turtlén Apartment*
San Gervasio",484740933,Elisa,Porto - Saragozza,44.49591961967922,11.337774684655754,Entire home/apt,116.0,2,71,2025-09-14,2.84,1,309,33,IT037006B4C4ICJ99D,4.762173934797756,single-listing,high,high,0.4017915084892475,9.0,fall,
744113195348107421,"Masca53 Boutique Home, Modern Living Experience",27435617,Paola,Santo Stefano,44.5000706,11.3508523,Entire home/apt,163.0,2,87,2025-09-15,2.49,5,39,33,IT037006AT02370,5.099866427824199,professional,low,high,0.8722900758343906,9.0,fall,
744211326005896627,"DeChiari21 Boutique Home, Golden Living Experience",27435617,Paola,Santo Stefano,44.4901281,11.348357284655783,Entire home/apt,165.0,2,100,2025-09-14,2.84,5,51,40,IT037006AT02384,5.111987788356544,professional,low,high,0.698703759511346,9.0,fall,
